Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
85,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2004,27,21,"1,621",18,3,4,7,3,0,0,2,0,0.17,0.22,0.39,0.17,0.39
86,Faride Alidou,de GER,FW,Hellas Verona,it Serie A,23,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Alisson,br BRA,GK,Liverpool,eng Premier League,31,1992,28,28,"2,508",27.9,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Tadeo Allende,ar ARG,MF,Celta Vigo,es La Liga,25,1999,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,29,1995,28,23,"1,750",19.4,1,3,4,1,0,0,3,0,0.05,0.15,0.21,0.05,0.21
90,Dele Alli,eng ENG,"FW,MF",Como,it Serie A,28,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0
91,Thiago Almada,ar ARG,MF,Lyon,fr Ligue 1,23,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,0.09,0.38,0.47,0.09,0.47
92,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24,2000,34,24,"1,977",22,0,4,4,0,0,0,2,0,0,0.18,0.18,0,0.18
93,Iker Almena,es ESP,MF,Girona,es La Liga,20,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0,1.87,1.87,0,1.87
94,Miguel Almirón,py PAR,FW,Newcastle United,eng Premier League,30,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25,1999,29,10,"1,112",12.4,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16
96,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33,1990,31,29,"2,647",29.4,3,0,3,0,3,3,10,2,0.1,0,0.1,0,0
97,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0,0,0,0,0
98,Adrià Altimira,es ESP,"DF,MF",Leganés,es La Liga,23,2001,22,19,"1,630",18.1,0,0,0,0,0,0,6,0,0,0,0,0,0
99,Sergi Altimira,es ESP,MF,Real Betis,es La Liga,22,2001,32,22,"1,972",21.9,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05
100,Olabade Aluko,,DF,Leicester City,eng Premier League,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
101,Edson Álvarez,mx MEX,MF,West Ham United,eng Premier League,26,1997,28,20,"1,772",19.7,0,1,1,0,0,0,9,1,0,0.05,0.05,0,0.05
102,Hugo Álvarez,es ESP,MF,Celta Vigo,es La Liga,21,2003,26,16,"1,572",17.5,4,3,7,4,0,0,6,0,0.23,0.17,0.4,0.23,0.4
103,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24,2000,37,30,"2,509",27.9,17,4,21,13,4,4,5,0,0.61,0.14,0.75,0.47,0.61
104,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29,1995,21,20,"1,781",19.8,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05
105,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0
106,Will Alves,eng ENG,MF,Leicester City,eng Premier League,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27,1996,24,18,"1,376",15.3,3,1,4,2,1,1,6,0,0.2,0.07,0.26,0.13,0.2
108,Harry Amass,eng ENG,MF,Manchester Utd,eng Premier League,17,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Amath,sn SEN,"FW,MF",Valladolid,es La Liga,28,1996,13,5,375,4.2,0,1,1,0,0,0,1,0,0,0.24,0.24,0,0.24
110,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0,0,0,0,0
111,Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,21,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0
112,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26,1998,30,23,"2,165",24.1,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04
113,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28,1996,30,27,"2,437",27.1,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15
114,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27,1996,30,30,"2,473",27.5,7,5,12,5,2,2,9,2,0.25,0.18,0.44,0.18,0.36
115,Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0
116,Samuel Amo-Ameyaw,eng ENG,MF,Strasbourg,fr Ligue 1,18,2006,9,3,320,3.6,2,0,2,2,0,0,0,0,0.56,0,0.56,0.56,0.56
117,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0
119,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,24,2000,31,29,"2,467",27.4,10,9,19,8,2,2,6,0,0.36,0.33,0.69,0.29,0.62
120,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28,1996,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
122,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28,1996,29,29,"2,583",28.7,0,0,0,0,0,0,6,1,0,0,0,0,0
123,Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,21,2002,37,33,"2,728",30.3,2,6,8,2,0,0,10,0,0.07,0.2,0.26,0.07,0.26
124,André,br BRA,MF,Wolves,eng Premier League,23,2001,33,31,"2,472",27.5,0,0,0,0,0,0,7,0,0,0,0,0,0
125,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33,1990,30,30,"2,692",29.9,0,3,3,0,0,0,12,0,0,0.1,0.1,0,0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
126,Marcos André,br BRA,FW,Valladolid,es La Liga,27,1996,22,14,"1,188",13.2,1,2,3,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23
127,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1994,23,19,"1,598",17.8,2,2,4,2,0,0,7,0,0.11,0.11,0.23,0.11,0.23
128,Angeliño,es ESP,"MF,DF",Roma,it Serie A,27,1997,38,36,"3,177",35.3,2,1,3,2,0,0,1,0,0.06,0.03,0.08,0.06,0.08
129,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22,2001,22,14,"1,114",12.4,2,3,5,2,0,0,3,0,0.16,0.24,0.4,0.16,0.4
131,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28,1996,26,22,"1,949",21.7,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18
132,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Kyllian Antonio,fr FRA,"MF,DF",Lens,fr Ligue 1,16,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Michail Antonio,jm JAM,FW,West Ham United,eng Premier League,34,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22
135,Antoniu,es ESP,MF,Espanyol,es La Liga,21,2002,26,13,"1,022",11.4,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09
136,Antony,br BRA,"FW,MF",Manchester Utd,eng Premier League,24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Antony,br BRA,MF,Real Betis,es La Liga,24,2000,17,15,"1,362",15.1,5,2,7,5,0,0,2,1,0.33,0.13,0.46,0.33,0.46
138,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29,1995,26,21,"1,720",19.1,2,0,2,2,0,0,7,0,0.1,0,0.1,0.1,0.1
139,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1992,29,22,"2,128",23.6,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04
140,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26,1998,2,2,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28,1995,35,31,"2,661",29.6,10,0,10,7,3,3,10,0,0.34,0,0.34,0.24,0.24
142,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22,2002,35,28,"2,460",27.3,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07
143,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22,2001,12,7,497,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0
144,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25,1999,12,11,754,8.4,1,1,2,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24
145,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23,2001,35,13,"1,441",16,2,0,2,2,0,1,0,0,0.12,0,0.12,0.12,0.12
146,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28,1996,28,25,"2,047",22.7,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04
147,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,31,1993,26,25,"2,260",25.1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Adu Ares,es ESP,MF,Athletic Club,es La Liga,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25,1999,36,35,"3,079",34.2,0,3,3,0,0,0,9,0,0,0.09,0.09,0,0.09
150,David Argüelles,es ESP,DF,Getafe,es La Liga,22,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
151,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28,1996,32,21,"2,013",22.4,3,0,3,3,0,0,1,0,0.13,0,0.13,0.13,0.13
152,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27,1997,20,15,"1,248",13.9,2,2,4,2,0,1,4,0,0.14,0.14,0.29,0.14,0.29
153,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
154,José Arnaiz,es ESP,MF,Osasuna,es La Liga,29,1995,15,1,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Marko Arnautović,at AUT,FW,Inter,it Serie A,35,1989,18,5,549,6.1,4,2,6,4,0,0,1,0,0.66,0.33,0.98,0.66,0.98
156,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30,1994,28,27,"2,356",26.2,3,5,8,3,0,0,7,1,0.11,0.19,0.31,0.11,0.31
157,Jann-Fiete Arp,de GER,FW,Holstein Kiel,de Bundesliga,24,2000,23,3,713,7.9,2,0,2,1,1,2,8,1,0.25,0,0.25,0.13,0.13
158,Sergio Arribas,es ESP,DF,Real Betis,es La Liga,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29,1994,31,31,"2,790",31,0,0,0,0,0,0,3,0,0,0,0,0,0
160,Arthur,br BRA,"MF,DF",Leverkusen,de Bundesliga,21,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12
161,Takuma Asano,jp JPN,"MF,FW",Mallorca,es La Liga,29,1994,21,13,"1,054",11.7,2,1,3,2,0,0,0,0,0.17,0.09,0.26,0.17,0.26
162,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21,2003,23,18,"1,670",18.6,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05
163,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28,1996,13,9,743,8.3,3,1,4,3,0,2,2,0,0.36,0.12,0.48,0.36,0.48
164,Marco Asensio,es ESP,"FW,MF",Paris Saint-Germain,fr Ligue 1,28,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,0.29,0.58,0.87,0.29,0.87
165,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,22,10,988,11,2,2,4,0,2,2,4,0,0.18,0.18,0.36,0,0.18
166,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36,1987,30,19,"1,745",19.4,10,5,15,5,5,6,6,1,0.52,0.26,0.77,0.26,0.52
167,Yaser Asprilla,co COL,"MF,FW",Girona,es La Liga,20,2003,27,15,"1,405",15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26
168,Lorenz Assignon,tg TOG,"MF,DF",Rennes,fr Ligue 1,24,2000,32,27,"2,357",26.2,3,4,7,3,0,0,9,0,0.11,0.15,0.27,0.11,0.27
169,Dehmaine Assoumani,fr FRA,FW,Nantes,fr Ligue 1,19,2005,12,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18,2005,34,33,"2,854",31.7,1,0,1,1,0,0,7,0,0.03,0,0.03,0.03,0.03
171,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21,2003,27,12,"1,251",13.9,0,1,1,0,0,0,5,0,0,0.07,0.07,0,0.07
172,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22,2002,26,26,"2,307",25.6,0,0,0,0,0,0,2,0,0,0,0,0,0
173,Emil Audero,id IDN,GK,Como,it Serie A,27,1997,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Tommaso Augello,it ITA,"MF,DF",Cagliari,it Serie A,29,1994,38,30,"2,713",30.1,0,7,7,0,0,0,3,0,0,0.23,0.23,0,0.23
175,Carlos Augusto,br BRA,"DF,MF",Inter,it Serie A,25,1999,29,15,"1,691",18.8,3,2,5,3,0,0,1,0,0.16,0.11,0.27,0.16,0.27
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
176,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23,2000,27,17,"1,643",18.3,3,2,5,3,0,0,4,0,0.16,0.11,0.27,0.16,0.27
177,Brandon Austin,eng ENG,GK,Tottenham Hotspur,eng Premier League,25,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Ezequiel Ávila,ar ARG,"MF,FW",Real Betis,es La Liga,30,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,0.27,0,0.27,0.27,0.27
179,Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22
180,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20,2003,34,22,"1,965",21.8,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14
181,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27,1997,26,4,575,6.4,2,0,2,2,0,0,0,0,0.31,0,0.31,0.31,0.31
182,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34,1989,27,15,"1,453",16.1,4,1,5,4,0,0,2,0,0.25,0.06,0.31,0.25,0.31
183,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0
184,Jordan Ayew,gh GHA,MF,Leicester City,eng Premier League,32,1991,30,19,"1,638",18.2,5,0,5,4,1,1,5,0,0.27,0,0.27,0.22,0.22
185,Neil El Aynaoui,ma MAR,MF,Lens,fr Ligue 1,23,2001,24,17,"1,588",17.6,8,1,9,5,3,3,4,0,0.45,0.06,0.51,0.28,0.34
186,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0
187,Adam Aznou,ma MAR,"DF,MF",Valladolid,es La Liga,18,2006,13,10,876,9.7,0,0,0,0,0,0,1,0,0,0,0,0,0
188,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
189,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34,1989,14,10,875,9.7,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1
190,Paulo Azzi,br BRA,MF,Cagliari,it Serie A,30,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0,0,0,0,0
191,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Papa Ba,es ESP,FW,Girona,es La Liga,19,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Shavy Babicka,ga GAB,MF,Toulouse,fr Ligue 1,24,2000,30,11,"1,186",13.2,4,2,6,4,0,0,2,0,0.3,0.15,0.46,0.3,0.46
194,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19,2005,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Aliou Badara Baldé,gn GUI,FW,Bochum,de Bundesliga,21,2002,5,0,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0
196,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24,2000,32,31,"2,686",29.8,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07
197,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35,1989,23,21,"1,472",16.4,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06
198,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23,2001,32,30,"2,595",28.8,7,9,16,7,0,1,9,0,0.24,0.31,0.55,0.24,0.55
200,Leon Bailey,jm JAM,MF,Aston Villa,eng Premier League,26,1997,24,14,"1,139",12.7,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
201,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30,1994,12,8,617,6.9,0,0,0,0,0,0,2,1,0,0,0,0,0
202,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24,1999,29,11,939,10.4,2,1,3,2,0,0,1,0,0.19,0.1,0.29,0.19,0.29
203,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19,2004,14,12,969,10.8,1,0,1,1,0,0,4,0,0.09,0,0.09,0.09,0.09
204,Cédric Bakambu,cd COD,FW,Real Betis,es La Liga,33,1991,25,6,710,7.9,2,2,4,2,0,0,4,0,0.25,0.25,0.51,0.25,0.51
205,Mitchel Bakker,nl NED,"DF,MF",Atalanta,it Serie A,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Mitchel Bakker,nl NED,"MF,DF",Lille,fr Ligue 1,24,2000,24,14,"1,139",12.7,3,2,5,3,0,0,3,1,0.24,0.16,0.4,0.24,0.4
207,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,16,2007,2,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0
208,Ridle Baku,de GER,MF,Wolfsburg,de Bundesliga,26,1998,15,14,"1,170",13,2,1,3,2,0,0,2,0,0.15,0.08,0.23,0.15,0.23
209,Ridle Baku,de GER,MF,RB Leipzig,de Bundesliga,26,1998,19,15,"1,275",14.2,2,3,5,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35
210,Dilane Bakwa,fr FRA,MF,Strasbourg,fr Ligue 1,21,2002,30,29,"2,497",27.7,6,8,14,6,0,0,4,0,0.22,0.29,0.5,0.22,0.5
211,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21,2003,31,5,832,9.2,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22
212,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20,2003,32,26,"2,284",25.4,0,4,4,0,0,0,2,0,0,0.16,0.16,0,0.16
213,Keita Baldé,sn SEN,FW,Monza,it Serie A,29,1995,11,8,638,7.1,2,0,2,2,0,0,2,0,0.28,0,0.28,0.28,0.28
214,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20,2004,34,31,"2,661",29.6,3,1,4,3,0,0,8,1,0.1,0.03,0.14,0.1,0.14
215,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25,1999,27,27,"2,273",25.3,0,0,0,0,0,0,9,1,0,0,0,0,0
216,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32,1992,25,12,"1,200",13.3,0,0,0,0,0,0,3,0,0,0,0,0,0
217,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,fr Ligue 1,27,1997,10,9,589,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Botond Balogh,hu HUN,DF,Parma,it Serie A,22,2002,29,23,"2,053",22.8,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04
219,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23,2001,13,7,615,6.8,4,0,4,4,0,0,0,0,0.59,0,0.59,0.59,0.59
220,Mario Balotelli,it ITA,FW,Genoa,it Serie A,33,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0,0,0,0,0
221,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34,1990,19,16,"1,510",16.8,0,0,0,0,0,0,2,0,0,0,0,0,0
222,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,28,1996,12,10,811,9,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11
223,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Samuel Bamba,de GER,FW,Bochum,de Bundesliga,20,2004,5,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Lameck Banda,zm ZAM,"MF,FW",Lecce,it Serie A,23,2001,15,6,610,6.8,0,1,1,0,0,0,1,0,0,0.15,0.15,0,0.15
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
226,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0
227,Mattia Bani,it ITA,DF,Genoa,it Serie A,30,1993,20,19,"1,507",16.7,0,0,0,0,0,0,3,0,0,0,0,0,0
228,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17,2006,8,2,278,3.1,0,0,0,0,0,0,2,0,0,0,0,0,0
229,Scott Banks,sct SCO,MF,St Pauli,de Bundesliga,22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0
230,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17,2007,5,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
